AppID,Name,Published Date,Original Price,Discount Price,Discount %,Reviews Count,Reviews Positive,Review Label,Search Filter,Number Of Players,Controller Support,OS
730,Counter-Strike 2,"21 Aug, 2012",Free,Free,N/A,2556344,86%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Cross-Platform Multiplayer, Multi-player",N/A,"SteamOS + Linux, Windows"
4704690,MECCHA CHAMELEON,"9 Jun, 2026",Rp 58 499,Rp 46 799,-20%,2587,80%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Multi-player, Online PvP, PvP",N/A,Windows
1085660,Destiny 2,"1 Oct, 2019",Free,Free,N/A,384732,78%,Mostly Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Multi-player, Online Co-op, Online PvP, PvP, Singleplayer","DualShock Controller Support, Dualsense Controller Support, Xbox Controller Support",Windows
2483190,Forza Horizon 6,"18 May, 2026",Rp 899 000,Rp 899 000,N/A,33155,86%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Multi-player, Online Co-op, Online PvP, PvP, Singleplayer","Full Controller Support, Gamepad Preferred, Xbox Controller Support",Windows
3405690,EA SPORTS FC™ 26,"25 Sep, 2025",Rp 239 000,Rp 47 800,-80%,20122,47%,Mixed,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Cross-Platform Multiplayer, Multi-player, Online Co-op, Online PvP, PvP, Shared/Split Screen, Shared/Split Screen Co-op, Shared/Split Screen PvP, Singleplayer","DualShock Controller Support, Dualsense Controller Support, Full Controller Support, Xbox Controller Support",Windows
281990,Stellaris,"9 May, 2016",Rp 563 999,Rp 563 999,N/A,75756,86%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Cross-Platform Multiplayer, Multi-player, Singleplayer",N/A,"SteamOS + Linux, Windows, macOS"
2694490,Path of Exile 2,"6 Dec, 2024",Rp 478 185,Rp 478 185,N/A,93636,76%,Mostly Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Multi-player, Online Co-op, Singleplayer","DualShock Controller Support, Dualsense Controller Support, Full Controller Support, Xbox Controller Support",Windows
3513350,Wuthering Waves,"28 Apr, 2025",Free,Free,N/A,26039,89%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,"DualShock Controller Support, Dualsense Controller Support, Xbox Controller Support",Windows
381210,Dead by Daylight,"14 Jun, 2016",Rp 219 890,Rp 219 890,N/A,256978,79%,Mostly Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Cross-Platform Multiplayer, Multi-player, Online Co-op, Online PvP, PvP","Full Controller Support, Steam Input API Support, Xbox Controller Support",Windows
2767030,Marvel Rivals,"5 Dec, 2024",Free,Free,N/A,284727,77%,Mostly Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Cross-Platform Multiplayer, Multi-player, Online Co-op, Online PvP, PvP","DualShock Controller Support, Dualsense Controller Support, Full Controller Support, Xbox Controller Support",Windows
1172470,Apex Legends™,"4 Nov, 2020",Free,Free,N/A,444145,76%,Mostly Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Multi-player, Online Co-op, Online PvP, PvP","DualShock Controller Support, Dualsense Controller Support, Full Controller Support, Xbox Controller Support",Windows
1462040,FINAL FANTASY VII REMAKE INTERGRADE,"17 Jun, 2022",Rp 579 000,Rp 202 650,-65%,19063,87%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,"DualShock Controller Support, Dualsense Controller Support, Gamepad Preferred, Xbox Controller Support",Windows
3768760,007 First Light,"26 May, 2026",Rp 650 000,Rp 650 000,N/A,13788,90%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,"Dualsense Controller Support, Full Controller Support, Xbox Controller Support",Windows
252490,Rust,"8 Feb, 2018",Rp 329 000,Rp 164 500,-50%,523672,86%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Cross-Platform Multiplayer, Multi-player, Online Co-op, Online PvP, PvP",N/A,"Windows, macOS"
1297900,Gothic 1 Remake,"5 Jun, 2026",Rp 573 999,Rp 573 999,N/A,4267,82%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,"DualShock Controller Support, Dualsense Controller Support, Full Controller Support, Xbox Controller Support",Windows
230410,Warframe,"25 Mar, 2013",Free,Free,N/A,295046,91%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Cross-Platform Multiplayer, Multi-player, Online Co-op, Singleplayer","DualShock Controller Support, Dualsense Controller Support, Full Controller Support, Steam Input API Support, Xbox Controller Support",Windows
2050650,Resident Evil 4,"24 Jan, 2019",Rp 519 000,Rp 129 750,-75%,66616,96%,Overwhelmingly Positive,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,"Full Controller Support, Xbox Controller Support",Windows
578080,PUBG: BATTLEGROUNDS,"21 Dec, 2017",Free,Free,N/A,446488,66%,Mixed,"mostplayed, newreleases, topsellers, upcomingreleases","Multi-player, Online PvP, PvP",N/A,Windows
394360,Hearts of Iron IV,"6 Jun, 2016",Rp 563 999,Rp 112 799,-80%,122235,91%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Cross-Platform Multiplayer, Multi-player, Singleplayer",N/A,"SteamOS + Linux, Windows, macOS"
3186540,Destiny 2: Renegades,"2 Dec, 2025",Rp 459 999,Rp 137 999,-70%,1290,58%,Mixed,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Multi-player, Online Co-op, Online PvP, PvP, Singleplayer","DualShock Controller Support, Dualsense Controller Support, Xbox Controller Support",Windows
4148240,Road to Empress Ⅱ,"8 Jun, 2026",Rp 193 000,Rp 154 400,-20%,5483,82%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,N/A,Windows
1962700,Subnautica 2,"14 May, 2026",Rp 350 999,Rp 350 999,N/A,66063,93%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Cross-Platform Multiplayer, Multi-player, Online Co-op, Singleplayer","Full Controller Support, Xbox Controller Support",Windows
1868140,DAVE THE DIVER,"28 Jun, 2023",Rp 165 999,Rp 82 999,-50%,48484,96%,Overwhelmingly Positive,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,"DualShock Controller Support, Dualsense Controller Support, Full Controller Support, Xbox Controller Support","Windows, macOS"
570,Dota 2,"9 Jul, 2013",Free,Free,N/A,829908,88%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Multi-player",N/A,"SteamOS + Linux, Windows, macOS"
4165870,Steam Controller,"4 May, 2026",N/A,N/A,N/A,N/A,N/A,N/A,"mostplayed, newreleases, topsellers, upcomingreleases",N/A,N/A,"SteamOS + Linux, Windows, macOS"
4241420,Stellaris: Nomads,"29 Apr, 2026",Rp 282 999,Rp 282 999,N/A,26,73%,Mostly Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Cross-Platform Multiplayer, Multi-player, Singleplayer",N/A,"SteamOS + Linux, Windows, macOS"
1118520,Paralives,"25 May, 2026",Rp 299 999,Rp 299 999,N/A,11373,91%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,N/A,"Windows, macOS"
3844970,Burglin' Gnomes,"10 Jun, 2026",Rp 90 999,Rp 81 899,-10%,1450,85%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Multi-player, Online Co-op, Singleplayer",N/A,Windows
2246340,Monster Hunter Wilds,"27 Feb, 2025",Rp 869 000,Rp 364 980,-58%,82406,69%,Mixed,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Cross-Platform Multiplayer, Multi-player, Online Co-op, Singleplayer","DualShock Controller Support, Dualsense Controller Support, Full Controller Support, Steam Input API Support, Xbox Controller Support",Windows
1364780,Street Fighter™ 6,"1 Jun, 2023",Rp 490 000,Rp 245 000,-50%,20049,84%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Cross-Platform Multiplayer, Multi-player, Online PvP, PvP, Shared/Split Screen, Shared/Split Screen PvP, Singleplayer",Xbox Controller Support,Windows
3892270,Gamble With Your Friends,"1 May, 2026",Rp 74 000,Rp 59 200,-20%,7379,88%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Multi-player, Online Co-op, Singleplayer",N/A,Windows
3764200,Resident Evil Requiem,"26 Feb, 2026",Rp 910 000,Rp 728 000,-20%,50838,96%,Overwhelmingly Positive,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,"DualShock Controller Support, Dualsense Controller Support, Full Controller Support, Xbox Controller Support",Windows
322330,Don't Starve Together,"21 Apr, 2016",Rp 95 999,Rp 9 599,-90%,81047,95%,Overwhelmingly Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, LAN Co-op, LAN PvP, Multi-player, Online Co-op, Online PvP, PvP, Singleplayer","Full Controller Support, Xbox Controller Support","SteamOS + Linux, Windows, macOS"
1551360,Forza Horizon 5,"8 Nov, 2021",Rp 699 000,Rp 349 500,-50%,91140,88%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Cross-Platform Multiplayer, Multi-player, Online Co-op, Online PvP, PvP, Singleplayer","Full Controller Support, Xbox Controller Support",Windows
3105440,Heroes of Might and Magic: Olden Era,"30 Apr, 2026",Rp 299 999,Rp 224 999,-25%,5315,88%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Multi-player, Online PvP, PvP, Shared/Split Screen, Shared/Split Screen PvP, Singleplayer",N/A,Windows
3186490,Destiny 2: The Edge of Fate,"15 Jul, 2025",Rp 459 999,Rp 91 999,-80%,1975,32%,Mostly Negative,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Multi-player, Online Co-op, Online PvP, PvP, Singleplayer","DualShock Controller Support, Dualsense Controller Support, Xbox Controller Support",Windows
359550,Tom Clancy's Rainbow Six Siege,"1 Dec, 2015",Free,Free,N/A,787931,82%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Multi-player, Online Co-op, Online PvP, PvP, Singleplayer","DualShock Controller Support, Dualsense Controller Support, Full Controller Support, Xbox Controller Support",Windows
3564740,Where Winds Meet,"14 Nov, 2025",Free,Free,N/A,61940,86%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Cross-Platform Multiplayer, Multi-player, Online Co-op, Online PvP, PvP, Singleplayer","DualShock Controller Support, Dualsense Controller Support, Full Controller Support, Xbox Controller Support",Windows
3936530,Pro Cycling Manager 26,"15 Jun, 2026",Rp 399 999,Rp 399 999,N/A,N/A,N/A,N/A,topsellers,"Multi-player, Online PvP, PvP, Singleplayer",N/A,Windows
1943950,Escape the Backrooms,"23 Oct, 2025",Rp 84 500,Rp 84 500,N/A,39804,89%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Multi-player, Online Co-op, Singleplayer",Xbox Controller Support,Windows
3472040,NBA 2K26,"4 Sep, 2025",Rp 889 000,Rp 177 800,-80%,11218,72%,Mostly Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Multi-player, Online Co-op, Online PvP, PvP, Shared/Split Screen, Shared/Split Screen Co-op, Shared/Split Screen PvP, Singleplayer","DualShock Controller Support, Dualsense Controller Support, Gamepad Preferred, Xbox Controller Support",Windows
2909400,FINAL FANTASY VII REBIRTH,"23 Jan, 2025",Rp 729 000,Rp 291 600,-60%,11901,80%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,"DualShock Controller Support, Dualsense Controller Support, Full Controller Support, Gamepad Preferred, Xbox Controller Support",Windows
2679100,Witchspire,"10 Jun, 2026",Rp 197 792,Rp 168 123,-15%,827,82%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Multi-player, Online Co-op, Singleplayer",Xbox Controller Support,Windows
268910,Cuphead,"29 Sep, 2017",Rp 135 999,Rp 81 599,-40%,63709,96%,Overwhelmingly Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Multi-player, Shared/Split Screen, Shared/Split Screen Co-op, Singleplayer","Full Controller Support, Xbox Controller Support","Windows, macOS"
3241660,R.E.P.O.,"26 Feb, 2025",Rp 84 500,Rp 59 150,-30%,132033,96%,Overwhelmingly Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Multi-player, Online Co-op, Singleplayer",N/A,Windows
457140,Oxygen Not Included,"30 Jul, 2019",Rp 119 999,Rp 35 999,-70%,48726,95%,Overwhelmingly Positive,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,N/A,"SteamOS + Linux, Windows, macOS"
236390,War Thunder,"15 Aug, 2013",Free,Free,N/A,313966,73%,Mostly Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Cross-Platform Multiplayer, Multi-player, Online Co-op, Online PvP, PvP, Singleplayer","DualShock Controller Support, Dualsense Controller Support, Full Controller Support, Steam Input API Support, Xbox Controller Support","SteamOS + Linux, Windows, macOS"
1681430,RoboCop: Rogue City,"2 Nov, 2023",Rp 399 999,Rp 39 999,-90%,14244,86%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,"Dualsense Controller Support, Full Controller Support, Xbox Controller Support","Windows, macOS"
3478050,Road to Empress I,"8 Sep, 2025",Rp 92 624,Rp 92 624,N/A,1491,96%,Overwhelmingly Positive,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,N/A,Windows
1903340,Clair Obscur: Expedition 33,"24 Apr, 2025",Rp 499 000,Rp 399 200,-20%,99426,96%,Overwhelmingly Positive,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,"Dualsense Controller Support, Full Controller Support, Gamepad Preferred, Xbox Controller Support",Windows
1172620,Sea of Thieves: 2026 Edition,"3 Jun, 2020",Rp 449 000,Rp 157 150,-65%,145975,88%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Cross-Platform Multiplayer, Multi-player, Online Co-op, Online PvP, PvP",Xbox Controller Support,Windows
3240220,Grand Theft Auto V Enhanced,"4 Mar, 2025",Rp 439 000,Rp 439 000,N/A,63567,80%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Multi-player, Online Co-op, Online PvP, PvP, Singleplayer","Dualsense Controller Support, Xbox Controller Support",Windows
3321460,Crimson Desert,"19 Mar, 2026",Rp 799 000,Rp 799 000,N/A,58016,86%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,"Dualsense Controller Support, Full Controller Support, Gamepad Preferred, Xbox Controller Support","Windows, macOS"
2004680,Voidling Bound,"9 Jun, 2026",Rp 214 999,Rp 193 499,-10%,1663,93%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,"Full Controller Support, Xbox Controller Support",Windows
1245620,ELDEN RING,"24 Feb, 2022",Rp 599 000,Rp 599 000,N/A,429511,94%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Multi-player, Online Co-op, Online PvP, PvP, Singleplayer","Full Controller Support, Xbox Controller Support",Windows
431960,Wallpaper Engine,"16 Nov, 2018",Rp 47 499,Rp 47 499,N/A,227492,98%,Overwhelmingly Positive,"mostplayed, newreleases, topsellers, upcomingreleases",N/A,N/A,Windows
2868840,Slay the Spire 2,"5 Mar, 2026",Rp 211 000,Rp 211 000,N/A,53195,94%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Multi-player, Online Co-op, Singleplayer","Dualsense Controller Support, Full Controller Support, Steam Input API Support, Xbox Controller Support","SteamOS + Linux, Windows, macOS"
4394810,DAVE THE DIVER - In the Jungle Content Pack,"18 Jun, 2026",Rp 83 000,Rp 74 700,-10%,N/A,N/A,N/A,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,"DualShock Controller Support, Dualsense Controller Support, Full Controller Support, Xbox Controller Support","Windows, macOS"
3337380,Tabletop Tavern,"11 Jun, 2026",Rp 149 999,Rp 112 499,-25%,891,91%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,N/A,Windows
3557620,Blue Archive,"3 Jul, 2025",Free,Free,N/A,9087,92%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,N/A,Windows
1086940,Baldur's Gate 3,"3 Aug, 2023",Rp 699 999,Rp 699 999,N/A,442698,96%,Overwhelmingly Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Cross-Platform Multiplayer, LAN Co-op, Multi-player, Online Co-op, Singleplayer","DualShock Controller Support, Dualsense Controller Support, Full Controller Support, Xbox Controller Support","Windows, macOS"
3059520,F1® 25,"3 Jun, 2026",Rp 569 000,Rp 569 000,N/A,9296,87%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Cross-Platform Multiplayer, LAN Co-op, LAN PvP, Multi-player, Online Co-op, Online PvP, PvP, Shared/Split Screen, Shared/Split Screen Co-op, Shared/Split Screen PvP, Singleplayer","DualShock Controller Support, Dualsense Controller Support, Full Controller Support, Xbox Controller Support",Windows
534380,Dying Light 2 Stay Human: Reloaded Edition,"3 Feb, 2022",Rp 849 000,Rp 169 800,-80%,67975,78%,Mostly Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Multi-player, Online Co-op, Singleplayer","DualShock Controller Support, Dualsense Controller Support, Full Controller Support, Xbox Controller Support",Windows
3932890,Escape from Tarkov,"15 Nov, 2025",Rp 324 999,Rp 324 999,N/A,10877,60%,Mixed,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Multi-player, Online Co-op, Online PvP, PvP",N/A,Windows
1665460,eFootball™,"29 Sep, 2021",Free,Free,N/A,28708,48%,Mixed,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Cross-Platform Multiplayer, Multi-player, Online Co-op, Online PvP, PvP, Shared/Split Screen, Shared/Split Screen Co-op, Shared/Split Screen PvP, Singleplayer","Gamepad Preferred, Xbox Controller Support",Windows
2244210,Echoes of Aincrad,"9 Jul, 2026",Rp 799 000,Rp 799 000,N/A,N/A,N/A,N/A,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,"DualShock Controller Support, Dualsense Controller Support, Full Controller Support, Xbox Controller Support",Windows
1672970,Minecraft Dungeons,"22 Sep, 2021",Rp 525 000,Rp 131 250,-75%,7173,91%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Cross-Platform Multiplayer, Multi-player, Online Co-op, Shared/Split Screen, Shared/Split Screen Co-op, Singleplayer","Full Controller Support, Xbox Controller Support",Windows
2357570,Overwatch®,"10 Aug, 2023",Free,Free,N/A,159506,39%,Mostly Negative,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Cross-Platform Multiplayer, Multi-player, Online Co-op, Online PvP, PvP","DualShock Controller Support, Dualsense Controller Support, Full Controller Support, Xbox Controller Support",Windows
1449850,Yu-Gi-Oh! Master Duel,"18 Jan, 2022",Free,Free,N/A,48224,73%,Mostly Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Cross-Platform Multiplayer, Multi-player, Online PvP, PvP, Singleplayer",N/A,Windows
594650,Hunt: Showdown 1896,"27 Aug, 2019",Rp 255 000,Rp 102 000,-60%,93710,77%,Mostly Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Multi-player, Online Co-op, Online PvP, PvP","Full Controller Support, Xbox Controller Support",Windows
1313140,Cult of the Lamb,"11 Aug, 2022",Rp 149 999,Rp 74 999,-50%,58914,96%,Overwhelmingly Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Multi-player, Shared/Split Screen, Shared/Split Screen Co-op, Singleplayer","DualShock Controller Support, Full Controller Support, Gamepad Preferred, Xbox Controller Support","Windows, macOS"
2186680,"Warhammer 40,000: Rogue Trader","7 Dec, 2023",Rp 375 999,Rp 375 999,N/A,17982,86%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Cross-Platform Multiplayer, Multi-player, Online Co-op, Singleplayer","DualShock Controller Support, Dualsense Controller Support, Xbox Controller Support","Windows, macOS"
1805110,Solarpunk™,"8 Jun, 2026",Rp 197 792,Rp 197 792,N/A,1457,79%,Mostly Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Multi-player, Online Co-op, Singleplayer","Full Controller Support, Xbox Controller Support",Windows
1659040,HITMAN World of Assassination,"20 Jan, 2022",Rp 525 999,Rp 210 399,-60%,28944,87%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,"DualShock Controller Support, Dualsense Controller Support, Full Controller Support, Xbox Controller Support","Windows, macOS"
582010,Monster Hunter: World,"9 Aug, 2018",Rp 389 000,Rp 101 140,-74%,114519,92%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Multi-player, Singleplayer",Xbox Controller Support,Windows
2958130,Jurassic World Evolution 3,"21 Oct, 2025",Rp 629 999,Rp 422 099,-33%,6033,93%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,"Full Controller Support, Xbox Controller Support",Windows
1466860,Age of Empires IV: Anniversary Edition,"28 Oct, 2021",Rp 249 999,Rp 87 499,-65%,28170,86%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Cross-Platform Multiplayer, Multi-player, Online Co-op, Online PvP, PvP, Singleplayer","Dualsense Controller Support, Full Controller Support, Steam Input API Support, Xbox Controller Support",Windows
440,Team Fortress 2,"10 Oct, 2007",Free,Free,N/A,735790,89%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Cross-Platform Multiplayer, Multi-player",Xbox Controller Support,"SteamOS + Linux, Windows"
3751950,Assassin's Creed Black Flag Resynced,"9 Jul, 2026",Rp 679 000,Rp 679 000,N/A,N/A,N/A,N/A,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,"DualShock Controller Support, Dualsense Controller Support, Xbox Controller Support",Windows
962130,Grounded,"27 Sep, 2022",Rp 459 000,Rp 229 500,-50%,40436,92%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Multi-player, Online Co-op, Singleplayer","Full Controller Support, Xbox Controller Support",Windows
2141730,Backrooms: Escape Together,"18 Oct, 2022",Rp 90 999,Rp 90 999,N/A,13059,89%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Multi-player, Online Co-op, Singleplayer","DualShock Controller Support, Dualsense Controller Support, Full Controller Support, Steam Input API Support, Xbox Controller Support",Windows
3276050,SpaceCraft,"11 Jun, 2026",Rp 275 999,Rp 248 399,-10%,971,71%,Mostly Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Multi-player, Online Co-op, Singleplayer",N/A,Windows
2139460,Once Human,"9 Jul, 2024",Free,Free,N/A,84419,79%,Mostly Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Multi-player, Online Co-op, Online PvP, PvP","DualShock Controller Support, Dualsense Controller Support, Full Controller Support, Xbox Controller Support",Windows
4121170,Fears to Fathom® - Scratch Creek,"10 Jun, 2026",Rp 76 999,Rp 76 999,N/A,1216,73%,Mostly Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Multi-player, Online Co-op",N/A,Windows
2537590,Microsoft Flight Simulator 2024,"19 Nov, 2024",Rp 1 040 000,Rp 780 000,-25%,11957,55%,Mixed,"mostplayed, newreleases, topsellers, upcomingreleases","Cross-Platform Multiplayer, Multi-player, Singleplayer",Xbox Controller Support,Windows
958520,33 Immortals,"10 Jun, 2026",Rp 134 098,Rp 89 845,-33%,1173,77%,Mostly Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Cross-Platform Multiplayer, Multi-player, Online Co-op, Singleplayer","Full Controller Support, Xbox Controller Support",Windows
553850,HELLDIVERS™ 2,"8 Feb, 2024",Rp 579 000,Rp 579 000,N/A,627493,80%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Multi-player, Online Co-op","DualShock Controller Support, Dualsense Controller Support, Xbox Controller Support",Windows
1371980,No Rest for the Wicked,"18 Apr, 2024",Rp 330 000,Rp 231 000,-30%,26162,87%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Multi-player, Online Co-op, Singleplayer","DualShock Controller Support, Dualsense Controller Support, Gamepad Preferred, Xbox Controller Support",Windows
1466060,Tainted Grail: The Fall of Avalon,"23 May, 2025",Rp 338 999,Rp 203 399,-40%,18091,88%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,"DualShock Controller Support, Dualsense Controller Support, Full Controller Support, Xbox Controller Support",Windows
2807960,Battlefield™ 6,"10 Oct, 2025",Rp 799 000,Rp 799 000,N/A,145200,67%,Mixed,"mostplayed, newreleases, topsellers, upcomingreleases","Cross-Platform Multiplayer, Multi-player, Online PvP, PvP, Singleplayer","DualShock Controller Support, Dualsense Controller Support, Full Controller Support, Xbox Controller Support",Windows
813780,Age of Empires II: Definitive Edition,"14 Nov, 2019",Rp 299 500,Rp 104 825,-65%,60766,95%,Overwhelmingly Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Cross-Platform Multiplayer, LAN Co-op, LAN PvP, Multi-player, Online Co-op, Online PvP, PvP, Singleplayer",N/A,"Windows, macOS"
728880,Overcooked! 2,"7 Aug, 2018",Rp 199 999,Rp 49 999,-75%,14296,93%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Multi-player, Online Co-op, Online PvP, PvP, Shared/Split Screen, Shared/Split Screen Co-op, Shared/Split Screen PvP, Singleplayer","Full Controller Support, Xbox Controller Support","SteamOS + Linux, Windows, macOS"
1091500,Cyberpunk 2077,"9 Dec, 2020",Rp 699 999,Rp 699 999,N/A,376359,88%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,"DualShock Controller Support, Dualsense Controller Support, Full Controller Support, Xbox Controller Support","Windows, macOS"
306130,The Elder Scrolls® Online,"22 May, 2017",Rp 266 000,Rp 266 000,N/A,73978,81%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Multi-player, Online Co-op, Online PvP, PvP",Xbox Controller Support,"Windows, macOS"
2215200,LEGO® Batman™: Legacy of the Dark Knight,"22 May, 2026",Rp 1 149 000,Rp 1 149 000,N/A,5489,95%,Overwhelmingly Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Multi-player, Shared/Split Screen, Shared/Split Screen Co-op, Singleplayer","DualShock Controller Support, Dualsense Controller Support, Full Controller Support, Gamepad Preferred, Xbox Controller Support",Windows
3041230,Windrose,"14 Apr, 2026",Rp 245 999,Rp 245 999,N/A,25884,88%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Multi-player, Online Co-op, Singleplayer","Full Controller Support, Xbox Controller Support",Windows
2344520,Diablo® IV,"27 Apr, 2026",Rp 744 000,Rp 744 000,N/A,19830,74%,Mostly Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Cross-Platform Multiplayer, Multi-player, Online Co-op, Online PvP, PvP, Singleplayer","DualShock Controller Support, Dualsense Controller Support, Full Controller Support, Xbox Controller Support",Windows
2806050,Halo: Campaign Evolved,"28 Jul, 2026",Rp 799 000,Rp 799 000,N/A,N/A,N/A,N/A,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Multi-player, Online Co-op, Singleplayer","DualShock Controller Support, Dualsense Controller Support, Full Controller Support, Xbox Controller Support",Windows
4197610,Librarian: Tidy Up the Arcane Library!,"30 Apr, 2026",Rp 58 499,Rp 58 499,N/A,9639,94%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,"DualShock Controller Support, Dualsense Controller Support, Full Controller Support, Xbox Controller Support",Windows
