AppID,Name,Published Date,Original Price,Discount Price,Discount %,Reviews Count,Reviews Positive,Review Label,Search Filter,Number Of Players,Controller Support,OS
1173820,FINAL FANTASY VI,"23 Feb, 2022",Rp 239 000,Rp 143 400,-40%,2996,93%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,Xbox Controller Support,Windows
3720100,ARK: Lost Colony Expansion Pass,"18 Jun, 2025",Rp 494 114,Rp 494 114,N/A,994,37%,Mostly Negative,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Cross-Platform Multiplayer, LAN Co-op, LAN PvP, Multi-player, Online Co-op, Online PvP, PvP, Shared/Split Screen, Shared/Split Screen Co-op, Singleplayer","Full Controller Support, Xbox Controller Support",Windows
2584990,Shadowverse: Worlds Beyond,"14 Jun, 2025",Free,Free,N/A,6431,37%,Mostly Negative,"mostplayed, newreleases, topsellers, upcomingreleases","Cross-Platform Multiplayer, Multi-player, Online PvP, PvP, Singleplayer","DualShock Controller Support, Dualsense Controller Support, Xbox Controller Support",Windows
1117850,Cuphead - The Delicious Last Course,"30 Jun, 2022",Rp 59 999,Rp 35 999,-40%,1917,94%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Multi-player, Shared/Split Screen, Shared/Split Screen Co-op, Singleplayer","Full Controller Support, Xbox Controller Support","Windows, macOS"
2397300,Half Sword,"30 Jan, 2026",Rp 206 999,Rp 206 999,N/A,17948,66%,Mixed,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,N/A,Windows
99900,Spiral Knights,"14 Jun, 2011",Free,Free,N/A,14943,82%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Multi-player, Singleplayer",Xbox Controller Support,"Windows, macOS"
870780,CONTROL Ultimate Edition,"27 Aug, 2020",Rp 299 999,Rp 299 999,N/A,24669,88%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,"Full Controller Support, Xbox Controller Support","Windows, macOS"
3969080,MapleStory M,"18 Mar, 2026",Free,Free,N/A,132,37%,Mostly Negative,topsellers,"Co-op, Multi-player, Online Co-op",N/A,N/A
1096530,Solasta: Crown of the Magister,"27 May, 2021",Rp 245 999,Rp 61 499,-75%,13505,87%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Cross-Platform Multiplayer, Multi-player, Online Co-op, Singleplayer","Full Controller Support, Xbox Controller Support","Windows, macOS"
2277560,WUCHANG: Fallen Feathers,"23 Jul, 2025",Rp 707 999,Rp 495 599,-30%,5199,72%,Mostly Positive,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,"Dualsense Controller Support, Full Controller Support, Gamepad Preferred, Xbox Controller Support",Windows
289070,Sid Meier’s Civilization® VI,"20 Oct, 2016",Rp 449 999,Rp 449 999,N/A,106441,84%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Cross-Platform Multiplayer, LAN PvP, Multi-player, Online PvP, PvP, Shared/Split Screen, Shared/Split Screen PvP, Singleplayer",N/A,"SteamOS + Linux, Windows, macOS"
3415230,Witchy Business,"22 Sep, 2025",Rp 130 999,Rp 65 499,-50%,695,87%,Very Positive,topsellers,Singleplayer,N/A,"SteamOS + Linux, Windows, macOS"
1604030,V Rising,"8 May, 2024",Rp 284 999,Rp 284 999,N/A,54350,89%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, LAN Co-op, LAN PvP, Multi-player, Online Co-op, Online PvP, PvP, Singleplayer","DualShock Controller Support, Dualsense Controller Support, Xbox Controller Support",Windows
3219700,Age of Empires II: DE – The Last Chieftains,"17 Feb, 2026",Rp 229 999,Rp 154 099,-33%,475,49%,Mixed,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Cross-Platform Multiplayer, LAN Co-op, LAN PvP, Multi-player, Online Co-op, Online PvP, PvP, Singleplayer",N/A,"Windows, macOS"
2827200,MIMESIS,"27 Oct, 2025",Rp 90 999,Rp 90 999,N/A,1889,79%,Mostly Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Multi-player, Online Co-op","DualShock Controller Support, Dualsense Controller Support, Full Controller Support, Xbox Controller Support",Windows
3024040,Stronghold Crusader: Definitive Edition,"15 Jul, 2025",Rp 165 999,Rp 165 999,N/A,3484,90%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Multi-player, Online Co-op, Online PvP, PvP, Singleplayer",N/A,Windows
3412160,The House Always Wins,"21 May, 2026",Rp 99 999,Rp 99 999,N/A,623,84%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Multi-player, Online Co-op, Singleplayer",N/A,Windows
3651200,Jurassic World Evolution 3: Deluxe Upgrade Pack,"21 Oct, 2025",Rp 199 999,Rp 133 999,-33%,59,83%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,"Full Controller Support, Xbox Controller Support",Windows
2933130,The Lord of the Rings: Return to Moria™,"27 Aug, 2024",Rp 245 999,Rp 110 699,-55%,6565,80%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Cross-Platform Multiplayer, Multi-player, Online Co-op, Singleplayer","Full Controller Support, Xbox Controller Support",Windows
993090,Lossless Scaling,"28 Dec, 2018",Rp 65 000,Rp 65 000,N/A,15684,93%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases",N/A,N/A,Windows
2742830,Monster Train 2,"21 May, 2025",Rp 206 999,Rp 144 899,-30%,4885,95%,Overwhelmingly Positive,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,"DualShock Controller Support, Dualsense Controller Support, Full Controller Support, Steam Input API Support, Xbox Controller Support","Windows, macOS"
641990,The Escapists 2,"21 Aug, 2017",Rp 175 000,Rp 43 750,-75%,11213,91%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Multi-player, Online Co-op, Online PvP, PvP, Shared/Split Screen, Shared/Split Screen Co-op, Shared/Split Screen PvP, Singleplayer","Full Controller Support, Xbox Controller Support","SteamOS + Linux, Windows, macOS"
1817070,Marvel’s Spider-Man Remastered,"12 Aug, 2022",Rp 879 000,Rp 879 000,N/A,53296,96%,Overwhelmingly Positive,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,"DualShock Controller Support, Dualsense Controller Support, Steam Input API Support, Xbox Controller Support",Windows
2437170,SMITE 2,"27 Aug, 2024",Free,Free,N/A,14380,54%,Mixed,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Cross-Platform Multiplayer, Multi-player, Online Co-op, Online PvP, PvP","DualShock Controller Support, Dualsense Controller Support, Full Controller Support, Xbox Controller Support",Windows
2840770,Avatar: Frontiers of Pandora™,"17 Jun, 2024",Rp 349 000,Rp 349 000,N/A,7928,77%,Mostly Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Multi-player, Online Co-op, Singleplayer","DualShock Controller Support, Dualsense Controller Support, Xbox Controller Support",Windows
1030830,Mafia II: Definitive Edition,"19 May, 2020",Rp 345 000,Rp 69 000,-80%,8448,75%,Mostly Positive,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,"Full Controller Support, Xbox Controller Support",Windows
2780810,Euro Truck Simulator 2 - Nordic Horizons,"27 Nov, 2025",Rp 162 999,Rp 162 999,N/A,1193,92%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Multi-player, Online Co-op, Singleplayer","Steam Input API Support, Xbox Controller Support","SteamOS + Linux, Windows, macOS"
3097560,Liar's Bar,"2 Oct, 2024",Rp 65 000,Rp 65 000,N/A,15005,89%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Multi-player, Online Co-op, Online PvP, PvP",N/A,Windows
2183930,Expansion - Hearts of Iron IV: Arms Against Tyranny,"10 Oct, 2023",Rp 225 999,Rp 112 999,-50%,1932,56%,Mixed,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Cross-Platform Multiplayer, Multi-player, Singleplayer",N/A,"SteamOS + Linux, Windows, macOS"
3558670,Tomb Raider: Legacy of Atlantis,"12 Feb, 2027",Rp 779 000,Rp 779 000,N/A,N/A,N/A,N/A,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,"Dualsense Controller Support, Full Controller Support, Gamepad Preferred, Xbox Controller Support",Windows
3609080,StarSavior,"10 Dec, 2025",Free,Free,N/A,1148,72%,Mostly Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Cross-Platform Multiplayer, Multi-player, Online PvP, PvP, Singleplayer",N/A,Windows
3710840,House Flipper Remastered Collection,"4 Jun, 2026",Rp 375 999,Rp 338 399,-10%,485,65%,Mixed,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,"Full Controller Support, Xbox Controller Support","Windows, macOS"
202970,Call of Duty®: Black Ops II,"12 Nov, 2012",Rp 891 000,Rp 891 000,N/A,12387,84%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Multi-player, Singleplayer","Full Controller Support, Xbox Controller Support",Windows
1237950,STAR WARS™ Battlefront™ II,"11 Jun, 2020",Rp 479 000,Rp 479 000,N/A,51265,87%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Multi-player, Online PvP, PvP, Singleplayer",N/A,Windows
261570,Ori and the Blind Forest,"10 Mar, 2015",N/A,N/A,N/A,13474,95%,Overwhelmingly Positive,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,"Full Controller Support, Xbox Controller Support",Windows
2058190,Lost Judgment,"14 Sep, 2022",Rp 429 000,Rp 150 150,-65%,3668,95%,Overwhelmingly Positive,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,"DualShock Controller Support, Dualsense Controller Support, Full Controller Support, Xbox Controller Support",Windows
2474770,Momento,"6 Jun, 2026",Rp 170 000,Rp 144 500,-15%,92,92%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,"DualShock Controller Support, Dualsense Controller Support, Xbox Controller Support","Windows, macOS"
2325290,Sky: Children of the Light,"10 Apr, 2024",Free,Free,N/A,11373,86%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Cross-Platform Multiplayer, Multi-player, Online Co-op, Singleplayer","DualShock Controller Support, Dualsense Controller Support, Full Controller Support, Xbox Controller Support",Windows
3123410,Atelier Yumia: The Alchemist of Memories & the Envisioned Land,"20 Mar, 2025",Rp 945 000,Rp 538 650,-43%,611,73%,Mostly Positive,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,"Full Controller Support, Xbox Controller Support",Windows
1314563,Destiny 2: Beyond Light Pack,"10 Nov, 2020",Rp 229 999,Rp 11 499,-95%,3063,51%,Mixed,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Multi-player, Online Co-op, Online PvP, PvP, Singleplayer","Full Controller Support, Xbox Controller Support",Windows
3531720,ELDEN RING NIGHTREIGN The Forsaken Hollows,"3 Dec, 2025",Rp 150 000,Rp 150 000,N/A,3627,56%,Mixed,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Multi-player, Online Co-op, Singleplayer","DualShock Controller Support, Dualsense Controller Support, Full Controller Support, Gamepad Preferred, Steam Input API Support, Xbox Controller Support",Windows
1963610,Road to Vostok,"7 Apr, 2026",Rp 165 999,Rp 165 999,N/A,5394,85%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,N/A,Windows
1426300,The Binding of Isaac: Repentance,"30 Mar, 2021",Rp 340 996,Rp 340 996,N/A,6522,82%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Multi-player, Shared/Split Screen, Singleplayer","Full Controller Support, Xbox Controller Support",Windows
985810,GrandChase,"27 Jul, 2021",Free,Free,N/A,5235,64%,Mixed,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Multi-player, PvP","Dualsense Controller Support, Steam Input API Support, Xbox Controller Support",Windows
837470,Untitled Goose Game,"23 Sep, 2020",Rp 169 000,Rp 67 600,-60%,10024,96%,Overwhelmingly Positive,"newreleases, topsellers, upcomingreleases","Co-op, Multi-player, Shared/Split Screen, Shared/Split Screen Co-op, Singleplayer","DualShock Controller Support, Full Controller Support, Xbox Controller Support","Windows, macOS"
1384160,GUILTY GEAR -STRIVE-,"11 Jun, 2021",Rp 548 900,Rp 548 900,N/A,32333,91%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Multi-player, Online PvP, PvP, Shared/Split Screen, Shared/Split Screen PvP, Singleplayer","DualShock Controller Support, Dualsense Controller Support, Full Controller Support, Xbox Controller Support",Windows
2379740,Wizardry Variants Daphne,"5 Mar, 2025",Free,Free,N/A,1309,64%,Mixed,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,Xbox Controller Support,Windows
2952300,Oxygen Not Included: The Frosty Planet Pack,"18 Jul, 2024",Rp 74 000,Rp 59 200,-20%,490,86%,Very Positive,topsellers,Singleplayer,N/A,"SteamOS + Linux, Windows, macOS"
1880650,Expansion - Hearts of Iron IV: By Blood Alone,"27 Sep, 2022",Rp 225 999,Rp 112 999,-50%,1414,38%,Mostly Negative,topsellers,"Co-op, Cross-Platform Multiplayer, Multi-player, Singleplayer",N/A,"SteamOS + Linux, Windows, macOS"
2943650,FragPunk,"6 Mar, 2025",Free,Free,N/A,23633,75%,Mostly Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Multi-player, Online Co-op, Online PvP, PvP","DualShock Controller Support, Dualsense Controller Support, Full Controller Support, Xbox Controller Support",Windows
4427400,TBH : Task Bar Hero - 3 Stash Pack,"27 May, 2026",Rp 29 999,Rp 29 999,N/A,44,54%,Mixed,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,N/A,Windows
2963800,DrainSim,"3 Mar, 2026",Rp 179 000,Rp 179 000,N/A,1954,91%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,"Full Controller Support, Xbox Controller Support",Windows
655500,MX Bikes,"7 Oct, 2019",Rp 284 999,Rp 284 999,N/A,24888,94%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases","LAN PvP, Multi-player, Online PvP, PvP, Singleplayer","Gamepad Preferred, Xbox Controller Support",Windows
1783560,The Last Caretaker,"6 Nov, 2025",Rp 270 999,Rp 270 999,N/A,7293,85%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,"DualShock Controller Support, Dualsense Controller Support, Full Controller Support, Xbox Controller Support",Windows
513710,SCUM,"17 Jun, 2025",Rp 469 999,Rp 469 999,N/A,37642,73%,Mostly Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Multi-player, Online Co-op, Online PvP, PvP, Singleplayer",N/A,Windows
1826140,RimWorld - Biotech,"21 Oct, 2022",Rp 206 999,Rp 206 999,N/A,2021,93%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,N/A,"SteamOS + Linux, Windows, macOS"
2185060,Two Point Museum,"4 Mar, 2025",Rp 364 499,Rp 354 374,-3%,4681,95%,Overwhelmingly Positive,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,"DualShock Controller Support, Dualsense Controller Support, Full Controller Support, Xbox Controller Support","SteamOS + Linux, Windows, macOS"
2688950,Planet Coaster 2,"6 Nov, 2024",Rp 375 999,Rp 375 999,N/A,7960,72%,Mostly Positive,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,"Full Controller Support, Xbox Controller Support",Windows
3929630,Terrinoth®: Heroes of Descent,"7 Jun, 2026",Rp 199 999,Rp 169 999,-15%,160,73%,Mostly Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Multi-player, Online Co-op, Singleplayer","Dualsense Controller Support, Xbox Controller Support","Windows, macOS"
107410,Arma 3,"12 Sep, 2013",Rp 379 999,Rp 379 999,N/A,110591,91%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, LAN Co-op, LAN PvP, Multi-player, Online Co-op, Online PvP, PvP, Singleplayer",N/A,"Windows, macOS"
1448440,Wo Long: Fallen Dynasty,"3 Mar, 2023",Rp 540 000,Rp 270 000,-50%,3385,71%,Mostly Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Multi-player, Online Co-op, Online PvP, PvP, Singleplayer","DualShock Controller Support, Dualsense Controller Support, Xbox Controller Support",Windows
2904000,The Spell Brigade,"29 Apr, 2026",Rp 115 000,Rp 115 000,N/A,4664,86%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Cross-Platform Multiplayer, Multi-player, Online Co-op, Singleplayer","DualShock Controller Support, Dualsense Controller Support, Gamepad Preferred, Xbox Controller Support",Windows
1090200,Destiny 2: Shadowkeep Pack,"1 Oct, 2019",Rp 229 999,Rp 11 499,-95%,2533,38%,Mostly Negative,topsellers,"Co-op, Multi-player, Online Co-op, Online PvP, PvP, Singleplayer","Full Controller Support, Xbox Controller Support",Windows
2835570,Buckshot Roulette,"4 Apr, 2024",Rp 28 999,Rp 28 999,N/A,34588,96%,Overwhelmingly Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Multi-player, Online PvP, PvP, Singleplayer","DualShock Controller Support, Dualsense Controller Support, Xbox Controller Support","SteamOS + Linux, Windows"
4351410,House Flipper 2 - Sakura DLC,"21 May, 2026",Rp 130 999,Rp 130 999,N/A,106,75%,Mostly Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Cross-Platform Multiplayer, LAN Co-op, Multi-player, Online Co-op, Singleplayer","DualShock Controller Support, Dualsense Controller Support, Full Controller Support, Xbox Controller Support",Windows
3070070,TCG Card Shop Simulator,"15 Sep, 2024",Rp 114 999,Rp 114 999,N/A,32497,97%,Overwhelmingly Positive,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,"DualShock Controller Support, Dualsense Controller Support, Full Controller Support, Xbox Controller Support",Windows
1689500,Dune: Imperium,"13 Mar, 2024",Rp 190 432,Rp 190 432,N/A,2183,94%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Cross-Platform Multiplayer, Multi-player, Online PvP, PvP, Singleplayer","DualShock Controller Support, Dualsense Controller Support, Full Controller Support, Xbox Controller Support","Windows, macOS"
1282270,Strinova,"21 Nov, 2024",Free,Free,N/A,10931,77%,Mostly Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Cross-Platform Multiplayer, Multi-player, Online Co-op, Online PvP, PvP",N/A,Windows
1090150,Destiny 2: Forsaken Pack,"1 Oct, 2019",Rp 229 999,Rp 11 499,-95%,1975,43%,Mixed,topsellers,"Co-op, Multi-player, Online Co-op, Online PvP, PvP, Singleplayer","Full Controller Support, Xbox Controller Support",Windows
1267540,WRC 9 FIA World Rally Championship,"16 Sep, 2021",Rp 229 999,Rp 22 999,-90%,496,79%,Mostly Positive,topsellers,"Co-op, Cross-Platform Multiplayer, Multi-player, Online Co-op, Online PvP, PvP, Shared/Split Screen, Shared/Split Screen PvP, Singleplayer","Full Controller Support, Xbox Controller Support",Windows
3527760,RoboCop: Rogue City - Unfinished Business,"17 Jul, 2025",Rp 320 999,Rp 320 999,N/A,1790,82%,Very Positive,topsellers,Singleplayer,"DualShock Controller Support, Dualsense Controller Support, Full Controller Support, Xbox Controller Support",Windows
3414580,Forbidden Solitaire,"30 Apr, 2026",Rp 144 999,Rp 115 999,-20%,1445,96%,Overwhelmingly Positive,"mostplayed, newreleases, topsellers, upcomingreleases",N/A,N/A,Windows
360430,Mafia III: Definitive Edition,"19 May, 2020",Rp 345 000,Rp 69 000,-80%,16187,60%,Mixed,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,"Full Controller Support, Xbox Controller Support","Windows, macOS"
4131660,Jurassic World Evolution 3: Wetlands,"9 Dec, 2025",Rp 126 999,Rp 85 089,-33%,72,80%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,"Full Controller Support, Xbox Controller Support",Windows
3940610,EA SPORTS™ Madden NFL 27,"13 Aug, 2026",Rp 799 000,Rp 799 000,N/A,N/A,N/A,N/A,topsellers,"Co-op, Cross-Platform Multiplayer, Multi-player, Online Co-op, Online PvP, PvP, Shared/Split Screen, Shared/Split Screen Co-op, Shared/Split Screen PvP, Singleplayer","DualShock Controller Support, Dualsense Controller Support, Full Controller Support, Gamepad Preferred, Xbox Controller Support",Windows
851850,DRAGON BALL Z: KAKAROT,"16 Jan, 2020",Rp 199 000,Rp 149 250,-25%,17868,92%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,"Full Controller Support, Xbox Controller Support",Windows
4078200,Dwarf Eats Mountain,"18 May, 2026",Rp 49 999,Rp 49 999,N/A,755,81%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,N/A,"SteamOS + Linux, Windows"
4038930,DYNASTY WARRIORS: ORIGINS Visions of Four Heroes,"21 Jan, 2026",Rp 473 000,Rp 354 750,-25%,1084,60%,Mixed,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,"Full Controller Support, Xbox Controller Support",Windows
2168680,Nuclear Option,"15 Oct, 2023",Rp 174 999,Rp 174 999,N/A,7247,95%,Overwhelmingly Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Multi-player, Online Co-op, Online PvP, PvP, Singleplayer","DualShock Controller Support, Dualsense Controller Support, Xbox Controller Support",Windows
572890,Pikuniku,"24 Jan, 2019",Rp 114 999,Rp 28 749,-75%,3754,95%,Overwhelmingly Positive,topsellers,"Co-op, Multi-player, PvP, Shared/Split Screen, Shared/Split Screen Co-op, Shared/Split Screen PvP, Singleplayer",Xbox Controller Support,"SteamOS + Linux, Windows, macOS"
236850,Europa Universalis IV,"13 Aug, 2013",Rp 563 999,Rp 563 999,N/A,47551,87%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Cross-Platform Multiplayer, Multi-player, Online Co-op, Online PvP, PvP, Singleplayer",N/A,"SteamOS + Linux, Windows, macOS"
1040200,Crime Scene Cleaner,"14 Aug, 2024",Rp 220 000,Rp 220 000,N/A,14873,98%,Overwhelmingly Positive,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,"Full Controller Support, Xbox Controller Support",Windows
4046960,Car Dealer Simulator - Up 2 You DLC,"4 Jun, 2026",Rp 104 357,Rp 93 921,-10%,138,61%,Mixed,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,"Full Controller Support, Xbox Controller Support",Windows
570940,DARK SOULS™: REMASTERED,"23 May, 2018",Rp 420 000,Rp 420 000,N/A,48029,91%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Multi-player, Singleplayer","Full Controller Support, Xbox Controller Support",Windows
712640,Don't Starve: Hamlet,"8 Nov, 2018",Rp 52 999,Rp 26 499,-50%,1414,86%,Very Positive,topsellers,Singleplayer,"Full Controller Support, Xbox Controller Support","SteamOS + Linux, Windows, macOS"
364360,Total War: WARHAMMER,"24 May, 2016",Rp 540 999,Rp 540 999,N/A,18136,82%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, LAN Co-op, LAN PvP, Multi-player, Online Co-op, Online PvP, PvP, Singleplayer",N/A,"SteamOS + Linux, Windows, macOS"
521890,Hello Neighbor,"8 Dec, 2017",Rp 245 999,Rp 49 199,-80%,9854,83%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,"Full Controller Support, Xbox Controller Support",Windows
4078590,The Planet Crafter - Toxicity,"17 Nov, 2025",Rp 88 800,Rp 66 600,-25%,446,87%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Multi-player, Online Co-op, Singleplayer","DualShock Controller Support, Dualsense Controller Support, Full Controller Support, Xbox Controller Support",Windows
3920610,FATAL FRAME II: Crimson Butterfly REMAKE,"11 Mar, 2026",Rp 675 000,Rp 506 250,-25%,839,88%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,"DualShock Controller Support, Dualsense Controller Support, Full Controller Support, Gamepad Preferred, Xbox Controller Support",Windows
1163550,Captain Tsubasa: Rise of New Champions,"28 Sep, 2020",Rp 399 000,Rp 47 880,-88%,1197,72%,Mostly Positive,topsellers,"Co-op, Multi-player, Online Co-op, Online PvP, PvP, Shared/Split Screen, Shared/Split Screen Co-op, Shared/Split Screen PvP, Singleplayer","Full Controller Support, Xbox Controller Support",Windows
1462810,WRC 10 FIA World Rally Championship,"2 Sep, 2021",Rp 424 999,Rp 42 499,-90%,796,74%,Mostly Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Cross-Platform Multiplayer, Multi-player, Online Co-op, Online PvP, PvP, Singleplayer","Full Controller Support, Xbox Controller Support",Windows
1959430,Age of Empires IV:  The Sultans Ascend,"14 Nov, 2023",Rp 99 999,Rp 34 999,-65%,1720,73%,Mostly Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Cross-Platform Multiplayer, Multi-player, Online Co-op, Online PvP, PvP, Singleplayer",N/A,Windows
1687950,Persona 5 Royal,"20 Oct, 2022",Rp 798 000,Rp 798 000,N/A,33629,96%,Overwhelmingly Positive,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,"Full Controller Support, Xbox Controller Support",Windows
1621690,Core Keeper,"27 Aug, 2024",Rp 165 999,Rp 165 999,N/A,23052,94%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Multi-player, Online Co-op, Singleplayer","Full Controller Support, Xbox Controller Support","SteamOS + Linux, Windows"
3643170,Roadside Research,"12 Feb, 2026",Rp 94 799,Rp 94 799,N/A,2007,88%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Multi-player, Online Co-op, Singleplayer","DualShock Controller Support, Dualsense Controller Support, Full Controller Support, Xbox Controller Support",Windows
3219630,Halloween: The Game,"8 Sep, 2026",Rp 309 999,Rp 309 999,N/A,N/A,N/A,N/A,topsellers,"Co-op, Multi-player, Online Co-op, Online PvP, PvP, Singleplayer","DualShock Controller Support, Dualsense Controller Support, Full Controller Support, Xbox Controller Support",Windows
2101430,Dead Cells: Return to Castlevania,"6 Mar, 2023",Rp 90 999,Rp 63 699,-30%,868,86%,Very Positive,topsellers,Singleplayer,"Full Controller Support, Xbox Controller Support","SteamOS + Linux, Windows, macOS"
393010,Don't Starve: Shipwrecked,"1 Dec, 2015",Rp 52 999,Rp 26 499,-50%,1121,95%,Overwhelmingly Positive,topsellers,Singleplayer,"Full Controller Support, Xbox Controller Support","SteamOS + Linux, Windows, macOS"
848450,Subnautica: Below Zero,"13 May, 2021",Rp 350 999,Rp 350 999,N/A,54946,89%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,"DualShock Controller Support, Full Controller Support, Xbox Controller Support","Windows, macOS"
377840,FINAL FANTASY IX,"14 Apr, 2016",Rp 200 000,Rp 60 000,-70%,6856,94%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,Xbox Controller Support,Windows
2744880,Climber Animals: Together,"22 Mar, 2024",Rp 84 748,Rp 34 123,-60%,5459,74%,Mostly Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Multi-player, Online Co-op, Singleplayer",N/A,"Windows, macOS"
2852190,Monster Hunter Stories 3: Twisted Reflection,"12 Mar, 2026",Rp 910 000,Rp 910 000,N/A,2184,84%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,"Full Controller Support, Steam Input API Support, Xbox Controller Support",Windows
